user,karma,rating,publications,comments,favourites,followers
INFALCO,0.0,0.0,0,0,25,1
INSTE,0.0,0.0,0,44,0,10
INevzorov,40.0,0.0,1,0,11,3
IOstream,6.0,0.0,1,13,29,9
IRI,0.0,0.0,0,7,0,0
IRainman,11.0,0.4,3,3,649,10
IRuslan,6.0,0.0,3,30,8,4
ISAroot,2.0,0.0,0,45,25,0
ISINK,7.0,0.0,1,30,3,0
ISL,7.0,0.0,17,19,14,3
ISergius,15.0,0.0,1,37,47,0
ISkomorokh,0.0,0.0,0,35,145,0
ISoWant,2.0,0.0,1,27,0,0
ISpy,19.1,0.0,1,263,148,12
IStudio,0.0,0.0,0,27,1,1
ITLav,0.0,0.0,0,33,33,1
ITbro,0.0,0.0,0,33,128,0
ITlawRu,13.0,0.8,5,1,0,10
ITweb,0.0,0.0,0,32,122,1
IVAN2001,0.0,0.0,0,30,242,2
IVIlych,0.0,0.0,0,7,138,0
I_Am_Hated,0.0,0.0,0,21,0,0
IaIojek,11.0,0.0,2,28,35,2
IamKarlson,21.2,0.0,2,259,112,7
Iaroslav_Olegovich,4.0,0.0,1,7,3,2
IbhSvenssen,27.0,0.0,0,10,0,11
Ibice,0.0,0.0,0,7,15,1
IbrahimKZ,24.7,0.0,3,84,51,11
Ice_venom,0.0,0.0,0,100,130,3
Iceg,18.0,0.1,1,250,299,14
IchBinJames,16.0,0.0,3,19,17,0
Ichi,6.0,0.0,1,46,174,0
Icyka,0.0,0.0,0,2,0,0
IdFox,0.0,0.0,0,20,21,0
Idalgo,0.0,0.0,0,29,51,1
IdefixPro,12.0,0.0,0,0,0,42
Idiff,0.0,0.0,0,106,44,7
IeN,0.0,0.0,0,26,47,3
Ieronim,0.0,0.0,0,4,0,0
Ifke,7.0,0.0,1,4,275,0
Ignotus,10.0,0.0,3,58,30,7
Igogo2012,2.0,0.1,3,70,498,0
Igor1024,42.0,0.0,5,56,83,2
IgorAdamenko,7.0,0.0,3,120,13,1
IgorFedorchuk,10.0,0.0,3,51,29,3
IgorG,0.0,0.0,0,34,39,4
IgorGolov,0.0,0.0,1,95,99,2
IgorKamenev,104.0,0.0,2,104,447,2
IgorMats,35.2,0.0,1,134,170,3
IgorOleynick,0.0,0.0,0,110,17,0
IgorTimofeev,20.0,0.0,1,26,0,5
IgorV,21.0,0.0,2,12,118,1
Igor_Sib,13.0,0.0,9,244,112,5
Igor_kh,1.0,0.0,1,5,5,0
Igorbek,18.0,0.0,3,66,5,4
Igr3k,0.0,0.0,0,12,2,0
Igreh,16.0,0.0,1,5,24,1
IharBury,0.0,0.0,0,4,1,3
Ihor_Bobak,5.0,0.0,1,7,0,0
Ikar_x,19.0,0.0,1,13,34,4
IliaBs,2.0,0.0,0,5,41,0
Iliander,0.0,0.0,0,41,152,6
Ilirio,0.0,0.0,0,5,244,0
Ilja,0.0,0.0,0,3,0,0
IllAIR,0.0,0.0,0,91,301,3
IllariPosselt,0.0,0.0,0,27,121,2
Illivion,22.0,0.0,1,54,21,1
Ilnur123,0.0,0.0,0,27,663,0
Ilusha,0.0,0.0,0,6,1,0
Ilya81,4.0,0.0,2,11,2,0
IlyaAI,4.0,0.0,1,5,9,0
IlyaAbilov,41.0,0.0,1,18,4,11
IlyaEvseev,35.0,0.0,8,89,38,3
IlyaMS,9.0,0.0,1,123,39,2
IlyaPodkopaev,65.0,0.0,6,309,10,17
IlyaSkriblovsky,0.0,0.0,0,4,0,4
IlyasR,0.0,0.0,0,8,29,0
IlyasSetdinov,0.0,0.0,0,10,0,0
ImEugene,0.0,0.0,0,29,58,18
ImKremen,0.0,0.0,0,197,297,4
ImLiar,4.0,0.0,3,225,0,13
ImUgh,0.0,0.0,0,9,2,1
ImangazalievM,3.0,4.0,1,0,29,1
Imbolc,23.0,0.0,8,120,126,13
Imelstorn,0.0,0.0,0,6,4,6
Imhotep,8.0,0.0,1,37,246,1
Imira_crai,0.0,0.0,0,6,200,14
Imp5,134.0,0.0,3,105,168,16
ImperfectCadenca,24.0,0.0,5,169,121,7
Imple,16.0,0.0,2,56,42,3
Imposeren,47.9,0.0,3,336,58,10
Impuls,19.0,0.0,4,153,64,2
InG0d,0.0,0.0,0,16,214,0
InSource,4.0,0.0,1,9,679,1
InSys,0.0,0.0,0,52,45,7
InViZz,0.0,0.0,0,13,73,4
InWake,6.0,0.0,5,202,4,1
Inco,0.0,0.0,0,41,91,7
IncorrecTSW,0.0,0.0,0,72,0,2
Indemsys,11.0,0.0,3,70,31,13
Indexator,29.7,0.3,3,928,928,7
Indievision,0.0,0.0,0,12,64,1
Infactum,16.0,0.0,2,27,12,0
Infanty,23.0,0.0,2,248,0,8
Infernal,5.0,0.0,1,245,83,6
Inferno23,0.0,0.0,0,1,0,0
InfiniteCode,0.0,0.0,0,8,0,1
Inflight,9.0,0.0,1,1,1,0
Infocatcher,26.0,0.0,3,48,1,0
Informatikum,0.0,0.0,0,5,0,0
Infra_HDC,14.0,0.0,1,57,262,2
Infthi,38.3,0.0,3,509,46,4
Ingtar,25.0,0.0,2,187,73,3
Injected,4.7,0.0,5,198,213,7
InkOut,83.0,0.0,1,19,6,11
Inlore,2.0,0.0,1,9,300,0
Innotor,3.0,0.0,3,22,0,0
Inok1969,0.0,0.0,0,0,0,0
Inori,20.2,0.0,3,114,282,6
Inq,0.0,0.0,0,61,310,5
Insa88,0.0,0.0,0,77,53,0
Insane,69.6,0.0,0,9,17,10
Insane18,1.0,0.0,1,37,9,0
Insayt,11.0,0.0,2,34,445,8
Inskin,252.6,0.0,1,309,0,5
Insomnium,0.0,0.0,0,45,122,0
Insspb,12.0,0.0,1,75,48,0
InstaRobot,6.0,0.1,2,61,124,3
Insty,11.0,0.0,1,35,0,1
Int_13h,44.2,0.0,4,542,220,9
Intdev,2.0,0.0,0,29,57,0
Intel8086,4.0,0.0,1,22,0,0
Intelligent,0.0,0.0,0,50,170,0
IntenT,0.0,0.0,0,255,15,2
Intenditore,1.0,0.0,0,17,10,4
InteractiveTechnology,21.7,0.0,6,321,144,23
Intercepter,75.0,0.0,15,112,0,92
Intimatik,5.0,0.0,3,69,1,2
Intro,0.0,0.0,0,15,0,1
Introspected,9.0,0.0,1,2,100,0
InvalidPointer,9.0,0.0,4,24,5,9
InvisibleMan,0.0,0.0,0,38,4,0
Invision,31.0,0.0,2,46,18,2
Invizory,65.5,0.0,2,38,52,10
Ioanna,6.0,0.0,1,5,1,0
IonDen,26.2,0.0,3,275,317,7
IonRod,0.0,0.0,1,7,0,0
Iona,0.0,0.0,0,0,0,1
IonianWind,0.0,0.0,0,28,926,4
Ipatov_e,15.0,0.0,1,9,1,1
Ipeacocks,6.0,0.1,2,117,14,0
IrQ,20.0,0.0,0,56,48,5
Irakes,4.0,0.0,2,14,0,0
IrinaInina,69.2,9.8,6,97,18,17
Irina_Ua,4.7,0.0,90,87,2,28
IrixV,18.0,0.0,1,69,123,1
Irker,108.5,0.0,4,254,44,17
Iron_Butterfly,5.0,0.0,1,7,3,0
Irvy,2.0,0.0,1,6,10,0
Isis,167.1,0.0,26,450,489,70
Iskatel_S,2.0,0.0,1,7,0,0
Iskin,176.5,0.0,19,19,1,75
Ist,10.0,0.0,0,97,59,8
ItGold,8.7,0.0,3,255,564,6
Itachi261092,6.0,0.0,2,50,39,2
Itaniell,0.0,0.0,0,31,1,0
Ithilgwau,11.0,0.0,2,32,3,0
Itimora,15.0,0.0,6,66,40,16
ItsGreyDay,0.0,0.0,0,26,63,0
Iv38,0.0,0.0,0,324,2,1
Iv8,0.0,0.0,0,128,21,0
IvaYan,10.0,31.2,1,3,193,0
Ivan22,7.0,0.1,1,59,1,2
IvanAnonym,5.0,0.0,1,25,55,0
IvanFF,7.0,0.0,1,148,40,6
IvanGolovach,20.0,0.0,20,103,10,124
IvanIDSolutions,5.0,0.0,1,41,8,0
IvanLobov,13.0,0.0,2,7,15,4
IvanMir,0.0,0.0,0,2,0,0
IvanT,0.0,0.0,1,216,108,4
IvanTamerlan,2.0,0.0,1,3,3,0
IvanTheCrazy,0.0,0.0,0,25,334,1
Ivan_Misyats,0.0,0.0,0,7,5,0
Ivaneo,3.0,0.0,1,15,39,0
Ivanhoe,67.5,0.0,1,358,228,14
IvanovIvan,0.0,0.0,0,4,1,0
IvanovSV,1.0,0.0,1,125,0,0
Ivasoft,8.0,0.0,1,12,126,0
Ivnika,0.0,0.0,0,66,22,0
Ixtaccihuatl,30.0,0.0,2,62,6,3
Izaron,2.0,0.0,8,112,16,16
Izzet,101.0,0.0,3,22,12,3
J0hnny,0.0,0.0,0,3,66,0
JBMurloc,5.0,0.0,1,6,13,0
JCDenton,32.0,0.0,2,25,13,1
JCHouse,10.0,38.4,2,88,137,3
JDima,5.0,0.1,6,6,0,68
JIghtuse,91.5,0.1,12,711,129,9
JIoBeJIaC,1.0,0.0,1,5,2,0
JJSmith9,4.0,0.0,1,10,0,0
JKornev,9.0,0.0,1,41,170,2
JLarky,0.0,0.0,0,33,0,1
JRazor,17.0,0.0,1,36,92,0
JSK,98.3,0.0,3,7,0,7
JSas,16.0,0.0,2,27,7,5
JSmitty,6.0,0.0,1,38,0,0
JStingo,11.5,0.0,4,163,155,4
JSwarrior,0.0,0.0,0,2,0,0
JVzevs,0.0,0.0,0,6,0,1
JYE,43.2,0.0,0,140,29,0
J_o_k_e_R,48.3,0.1,9,9,398,15
JaGoRcore,3.0,0.0,1,6,1,1
JaLoveAst1k,18.7,0.0,6,178,145,3
Jabberwok,0.0,0.0,0,187,0,2
Jabher,39.2,0.1,9,458,34,17
Jacetejob,0.0,0.0,0,15,0,0
JackFrost,0.0,0.0,0,34,111,1
JackMirror,0.0,0.0,0,1,0,0
Jackson88,5.0,0.0,2,13,1,3
JacobL,22.7,0.0,3,30,36,6
JadeSpirit,0.0,0.0,0,159,78,7
JagaJaga,21.5,0.0,5,214,197,9
Jaggy,0.0,0.0,1,88,20,4
Jake,0.0,0.0,0,7,5,0
Jakeroid,10.0,0.0,1,140,52,0
Jakson,0.0,0.0,0,2,0,0
Jameson,23.2,0.0,1,61,526,1
Jammarra,35.0,0.0,0,212,4,1
Jamon,0.0,0.0,0,93,580,0
Jan_May,13.4,0.0,0,95,264,3
Jancker,0.0,0.0,0,5,13,1
JannPlesk,0.0,0.0,0,16,6,0
Janom,9.0,0.0,2,35,545,4
Janster,0.0,0.0,0,2,2,0
JaoDa,0.0,0.0,0,37,62,1
Japet,0.0,0.0,0,32,0,0
Jarens,0.0,0.0,0,30,194,3
Javelines,12.0,0.0,1,15,6,4
JawsIk,0.0,0.0,0,11,27,0
Jay_Di_Human,47.0,0.0,0,19,55,2
Jaylla,11.0,0.0,2,9,14,8
Jazzis,0.0,0.0,0,22,305,1
Jban,10.0,0.0,0,7,82,3
JeStoneDev,8.0,0.0,1,59,55,0
JeanLouis,27.2,0.0,4,122,62,3
Jedi-Knight,5.0,0.0,1,15,6,1
JediPhilosopher,20.0,0.0,2,27,0,3
Jedi_Knight,82.0,0.0,7,207,4,24
Jedi_PHP,0.0,0.0,0,13,133,1
Jeditobe,20.2,0.2,146,146,211,101
Jeffry_Choser,6.0,0.0,1,29,0,1
Jeisooo,10.0,0.0,2,98,48,2
JekPot,0.0,0.0,0,5,3,4
JekaKey,11.0,0.0,1,7,92,2
Jekel,13.9,0.0,2,190,19,2
Jeket,0.0,0.0,3,84,88,0
Jem_Jem,7.0,0.0,0,2,56,2
Jemeron,7.0,0.0,1,41,24,1
JenAnty,12.0,0.0,1,12,15,2
Jenly,0.0,0.0,0,13,97,0
Jenyay,79.5,0.0,4,262,226,13
JeriX,1.0,0.0,1,6,1,0
JerryJJ,34.7,0.0,5,957,373,7
Jester92,12.0,0.0,1,4,158,1
Jesting,14.0,0.0,1,10,29,0
Jey,82.0,0.0,7,99,0,36
JhaoDa,13.0,0.0,2,192,254,6
Jholinar,8.0,0.0,2,61,12,1
JiLiZART,32.0,0.0,14,538,536,7
Jimie,0.0,0.0,0,2,24,0
Jimilian,25.0,0.0,6,248,17,8
Jimmy_J,5.0,0.0,5,10,85,3
JinCZE,8.0,0.0,0,5,4,0
Jinglebens,0.0,0.0,0,4,25,0
Jinn,0.0,0.0,0,13,30,0
JinnZest,0.0,0.0,1,37,7,0
Jivot,0.0,0.0,0,4,10,1
JkMSK,0.0,0.0,0,1,4,0
Jkzzkj,3.0,0.0,2,2,7,2
Joac,0.0,0.0,0,101,1,9
Joehan,0.0,0.0,0,0,0,0
Joes,52.0,0.0,3,65,4,10
Jofr,0.0,0.0,0,20,68,0
Johan,0.0,0.0,0,38,388,1
Johanan,9.0,0.0,1,10,0,1
Johann,0.0,0.0,0,14,199,0
JohnGluck,0.0,0.0,0,67,16,1
JohnMcClane,0.0,0.0,0,4,178,1
JohnieWalker,0.0,0.0,0,13,2,6
JohnnyD,0.0,0.0,0,119,20,1
JohnnySuperb,1.0,0.0,1,8,150,1
Joka,5.9,0.0,2,455,26,7
JokerOfGod,0.0,0.0,0,141,37,1
Jokerjar,0.0,0.0,0,16,0,0
Jony_B,0.0,0.0,0,7,28,1
Joo,3.0,0.0,1,27,94,0
JoraN,15.0,0.0,3,17,0,0
Joric,14.3,0.3,1,209,1,9
Joseph_Merrick,0.0,0.0,0,18,0,0
Joshua,53.1,0.0,5,250,23,10
Joshua5,0.0,0.0,0,189,199,9
JoshuaLight,6.0,0.0,2,11,0,4
Jozeph,0.0,0.0,0,34,0,0
Jtu,0.0,0.0,0,26,1,0
Juggler,33.0,0.0,14,171,171,1
JukeBox,0.0,0.0,0,45,2,1
Jukobob,19.0,0.0,0,28,3,4
Juli_Incognito,13.0,0.0,2,5,3,2
JuliaTem,103.0,0.0,6,99,35,16
JuliaYa,0.0,0.0,0,40,77,11
JuliyaErina,24.0,0.0,8,37,17,5
Julles,138.0,0.0,3,197,16,21
Juma,12.0,0.0,2,129,18,2
JunJa,2.0,0.0,2,4,0,1
JuniorIL,9.0,0.0,1,153,21,1
JuraZ,0.0,0.0,0,12,1,0
Juraseg,0.0,0.0,0,58,41,0
JuriM,5.0,0.0,1,7,0,0
Jusper,0.0,0.0,0,20,0,0
Just123i,0.0,0.0,0,75,75,3
JustAMan,22.0,0.0,2,135,66,3
JustCrazy,20.0,0.0,1,17,89,1
JustJohn,0.0,0.0,0,9,64,0
JustLuckyGuy,0.0,0.0,1,287,104,7
JustRamil,27.7,0.0,21,154,19,79
JustRoo,79.7,0.1,4,233,337,6
JustStas,5.0,0.0,2,16,0,0
Just_Wah,41.2,0.0,2,129,30,3
Juster,1.0,0.0,0,113,1,6
Juzujka,6.0,0.0,1,5,2,1
K0Ka,0.0,0.0,0,17,68,0
K1N6,0.0,0.0,0,62,250,0
KA7,0.0,0.0,0,17,508,2
KASPER56,0.0,0.0,0,4,16,0
KAdot,19.0,0.0,1,129,16,11
KAndy,152.2,0.0,7,202,324,6
KArtem,13.0,0.0,0,0,12,2
KEKSOV,32.0,0.0,4,153,414,0
KEPZ,0.0,0.0,0,72,72,3
KEugene,2.0,0.0,1,45,1,0
KF_NEXUS,20.7,0.0,0,220,875,12
KHH,0.0,0.0,0,3,1,0
KIBIs,5.0,0.0,1,73,329,0
KIVagant,25.0,0.0,4,130,71,5
KKorvin,6.0,0.0,1,2,1,1
KLUBS,28.0,0.0,13,159,208,14
KOPTEC,0.0,0.0,0,11,19,0
KORISS,0.0,0.0,0,36,61,0
KREGI,29.0,0.0,5,233,202,3
KReal,19.0,0.0,1,169,133,1
KVie,0.0,0.0,0,15,0,1
KY05,23.0,0.0,1,32,583,0
KY3EH,0.0,0.0,0,36,80,3
KaLGaN,31.9,0.0,1,110,96,31
KaLiF,0.0,0.0,0,14,0,0
KaaPex,0.0,0.0,1,25,92,0
Kaaboeld,10.0,0.0,9,856,126,32
Kabrich,0.0,0.0,0,31,83,2
Kaiser,0.0,0.0,0,4,0,0
Kakao,0.0,0.0,0,87,222,1
Kalashmatik,0.0,0.0,0,56,16,0
Kalastiuz,0.0,0.0,0,29,169,0
Kalifriki,0.0,0.0,0,205,5,3
Kallikanzarid,0.0,0.0,0,13,1,1
Kalobok,32.0,0.0,2,731,10,4
Kalpazan,23.7,0.0,0,71,159,7
Kaluchi,0.0,0.0,0,136,901,2
Kalvado,0.0,0.0,0,13,0,0
Kamalesh,13.0,32.0,1,56,17,12
KamiSempai,8.0,0.0,2,50,58,4
KamikaZze_ru,0.0,0.0,0,3,1,3
Kamikaze,0.0,0.0,0,136,21,2
Kanava,5.0,0.0,1,19,0,13
Kane,13.1,0.0,0,696,206,13
Kanedias,33.0,0.1,2,22,0,3
Kanick,0.0,0.0,0,35,0,0
Kano,11.0,0.0,2,83,114,4
Kanvi,0.0,0.0,0,23,63,1
KapJI,0.0,0.0,0,16,0,3
Kapn614,30.0,0.0,1,15,68,2
Kapustos,58.7,0.0,6,109,88,1
Kaputmaher,0.0,0.0,0,53,33,1
KarasikovSergey,14.0,0.0,8,367,4,20
Karde,32.0,0.0,1,78,84,2
KarimSI,0.0,0.0,0,2,152,0
Kario,0.0,0.0,0,2,39,0
Karlson_rwa,51.7,0.0,0,59,1,11
Karroplan,5.0,0.0,1,197,3,0
Karsonito,0.0,0.0,0,23,2,0
Kasatka23,9.0,0.0,2,34,5,9
Kasheftin,38.0,0.0,6,78,45,5
Kassandr,33.5,0.0,10,74,195,0
Kastrulya,0.0,0.0,0,973,73,10
Kastrulya0001,76.3,0.0,3,313,44,25
Katagi,18.0,0.0,1,134,0,0
Katasonov,0.0,0.0,0,261,6,4
KaterSpieler,12.0,0.0,1,79,2,0
Katochi,0.0,0.0,0,31,0,0
Kavkaz,44.0,0.0,10,84,60,29
KawaiDesu,7.0,0.0,3,456,205,5
Kayroh,0.0,0.0,0,1,0,0
Kazancev,5.0,0.0,1,40,3,2
KbRadar,85.0,0.0,1,121,2,20
Kcop,0.0,0.0,0,38,43,1
KeFA,0.0,0.0,0,58,20,1
KeKc_Tosha,0.0,0.0,0,4,34,0
KeKin,24.0,0.0,2,39,9,6
KeNNy_aKa_MaX,13.0,0.0,0,19,24,2
KeepYourMind,50.7,0.0,4,336,15,9
Keeperovod,14.0,0.0,3,41,144,2
Kefir,0.0,0.0,0,43,186,4
Keiichi,0.0,0.0,0,23,1,1
Keler,0.0,0.0,0,74,491,2
Kelheor,7.0,0.0,2,18,3,3
Kemet,19.0,0.0,3,86,1,1
Kempston,10.0,0.0,1,8,12,0
Kenai,0.0,0.0,0,1,2,0
Kenarius,9.0,0.0,4,17,4,2
KennyGin,3.0,0.0,1,1,0,0
Kentavr,0.0,0.0,0,41,23,27
KepJIaeda,0.0,0.0,0,13,0,0
Kepler-22b,7.0,0.0,2,4,0,0
KerLaeda,0.0,0.0,0,138,0,1
Keramblock,1.0,0.0,1,20,13,2
KernelMan,0.0,0.0,0,17,190,1
Keroll,3.0,0.0,1,34,0,0
Keroro,33.0,0.0,1,73,692,5
Kessian,0.0,0.0,0,25,0,1
KestL,10.0,0.0,3,95,73,8
KeweN13,0.0,0.0,0,5,17,1
Keyten,11.5,0.0,8,8,778,3
Khaperets,1.0,0.0,1,13,14,0
KhodeN,0.0,0.0,0,55,14,2
Khoss,4.0,0.0,1,60,65,0
Khoth,0.0,0.0,0,61,56,0
KiLEX,10.0,0.0,8,252,83,12
Kiborg777,32.0,3.2,5,205,25,4
Kicker,57.0,0.0,7,153,59,2
Kidar,193.2,0.0,7,422,25,24
KiiA,0.0,0.0,0,50,77,2
Killer,10.0,0.0,2,45,6,29
Killy,47.2,0.0,1,165,423,4
Kilovat_energii,0.0,0.0,0,10,8,0
Kinardus,1.0,0.0,1,34,5,0
Kind,0.0,0.0,0,67,9,2
KindDragon,25.0,0.0,5,419,13,1
KindWizzard,0.0,0.0,0,27,82,0
Kinddog,5.0,0.0,1,24,0,0
KingManiya,0.0,0.0,0,31,374,0
KingOfNothing,16.0,0.0,4,80,174,1
King_Lamer,6.0,0.0,1,8,0,0
Kipriz,20.0,0.0,3,52,251,6
KirAmp,10.0,0.0,5,672,263,10
Kirby,26.7,0.0,7,262,7,8
Kirhgoff,0.0,0.0,0,339,19,31
KiriKiri,0.0,0.0,0,61,0,4
KirillGuzenko,5.0,0.0,1,5,1,0
KirillOnline,0.0,0.0,0,30,0,0
Kirill_Cloudry,0.0,0.0,1,3,5,0
Kirillofic,0.0,0.0,0,13,3,1
KirillovAlex,0.0,0.0,0,91,1,3
Kiriniy,0.0,0.0,0,15,163,0
Kirpichtion,0.0,0.0,0,39,0,6
Kislotnyi,6.7,0.0,1,25,30,1
Kislov,11.0,0.0,1,42,9,1
Kite,36.0,0.0,3,76,273,1
Kitsok,34.0,0.0,0,47,48,26
KivApple,8.0,0.0,0,48,0,1
Kju,0.0,0.0,0,110,21,1
Klajnor,22.0,0.0,1,180,254,6
Klang,4.0,0.0,1,33,31,1
Klaus,9.2,0.0,20,599,335,90
Klef,63.5,0.0,3,160,84,5
KleinenberG,0.0,0.0,0,11,136,0
KlimSlim,0.0,0.0,0,0,109,0
Klimenko,54.0,0.0,1,84,109,36
Klimentij,28.0,0.0,7,71,2,17
Klimy,10.2,0.0,1,2,60,1
Klistrod,10.0,0.0,4,60,2,8
Klok,6.0,0.0,0,17,42,3
KlonD90,2.0,0.0,2,51,5,0
KlonKaktusa,0.0,0.0,0,32,4,0
Klotos,37.2,0.0,7,45,32,12
Klu4nik,5.0,0.0,12,271,25,17
Kluyg,12.0,0.0,2,95,19,3
Knakl,0.0,0.0,0,28,0,1
Knebel,0.0,0.0,0,12,0,1
KoCMoHaBT61,0.0,0.0,0,31,0,0
KoGor,67.0,10.4,13,150,196,13
KoMaTo3,27.0,0.0,1,16,51,4
Koc,6.7,0.0,0,104,298,0
Kodeks,0.0,0.0,0,123,0,1
Kodim,12.0,0.0,2,34,8,1
KokTiS,0.0,0.0,0,7,2,6
Kolger,79.0,0.0,5,137,61,17
KollinZ,27.0,0.0,0,69,564,3
Kolobus,0.0,0.0,0,39,1,1
Kolonist,38.0,0.0,1,322,440,5
Kolyanu4,5.0,0.0,1,8,35,1
Komzpa,80.0,0.0,5,218,2,33
KonH,0.0,0.0,0,9,52,0
Konachan700,0.0,0.1,0,2,0,2
Konair0s,12.0,0.0,0,516,263,3
Koncopd,9.0,0.0,1,67,640,0
Konditer,0.0,0.0,0,6,0,1
Kongo,0.0,0.0,0,9,1,1
Konkase,4.0,0.0,0,25,63,2
Konojoto,14.0,0.0,1,39,1,8
KonstRuctor,0.0,0.0,0,179,312,4
KonstantiH,0.0,0.0,0,1,0,0
Konstantin0Scheglov,0.0,0.0,0,49,0,4
KonstantinKuklin,9.0,0.0,1,4,207,2
KonstantinSoloviov,36.0,0.3,0,37,13,3
Konstantint,3.0,0.0,1,3,27,2
Koobeton,9.0,0.0,2,20,370,0
Kopart,35.2,0.0,2,104,14,3
KoppeKTop,46.9,0.0,1,141,111,16
KorDen32,23.0,0.0,2,486,357,4
KorP,26.7,0.0,7,939,77,14
Korang,6.0,0.0,1,8,0,1
Kornet,0.0,0.0,3,17,4,0
Korobochka,10.0,0.0,1,24,49,1
Korobov,7.0,0.0,3,105,23,6
Korogodin,19.0,0.0,1,201,111,3
Korvin_Melarsky,4.0,0.0,1,9,0,0
Kos13,9.0,0.0,0,14,0,0
Kos_GNOM,0.0,0.0,0,36,4,1
Koshelenok,0.0,0.0,1,15,67,0
Koshelew,0.0,0.0,2,352,148,23
KosherBeard,0.0,0.0,1,0,6,0
Kostantin,0.0,0.0,0,46,2,0
Kostyanych,0.0,0.0,0,121,29,1
KoteSoft,44.2,0.0,1,98,66,2
Kotofey,21.2,0.0,6,96,120,2
Kotovoin,11.0,0.0,1,5,0,2
Kottenator,210.0,0.0,9,226,467,15
Kotyamba,16.0,0.0,1,66,992,1
Kovu,11.0,0.0,1,205,129,1
Koyotter,9.0,0.0,3,37,29,0
Kozack,7.0,0.0,6,24,0,1
Kpyto,223.3,0.0,12,165,187,66
KrD,20.0,0.0,1,116,194,1
Krakoruk,0.0,0.0,0,41,7,9
Krasnoglazik,1.0,0.0,2,1,14,0
Krayton,0.0,0.0,0,2,0,0
Kremnik,0.0,0.0,0,45,285,0
KriegeR,81.5,0.0,1,101,166,17
Krio,0.0,0.0,0,49,853,1
Krioteh,10.0,0.0,1,67,68,1
Kriz,0.0,0.0,0,20,1,0
Krizai,0.0,0.0,0,26,26,4
Kroid,6.0,0.1,1,79,127,1
Krokodilewhile,0.0,0.0,0,2,0,0
Kroleg,0.0,0.0,0,3,0,0
Kroligoff,63.0,0.0,3,59,26,9
Kron0S,101.4,0.0,6,75,44,12
Krovosos,96.9,0.0,30,399,2,16
Krubbs,39.0,0.0,3,15,1,17
Krvlad097,4.0,0.0,1,10,41,0
Ksarien,0.0,0.0,0,8,356,4
KsenZ,5.0,0.0,1,12,16,0
KtaK,0.0,0.0,0,1,0,1
Ktulhy,1.0,0.0,1,72,128,0
Ku6ep,0.0,0.0,0,34,51,3
Kudzo,0.0,0.0,0,76,119,2
Kukabarra,88.0,0.0,6,77,2,22
Kukunin,41.0,0.0,8,248,76,1
KulikovPavel,30.0,0.0,3,51,30,2
Kumarunster,41.3,0.0,4,170,140,6
KumoKairo,32.0,0.1,1,90,6,3
KuniLinux,6.0,0.0,1,14,69,0
Kunis,4.0,0.0,1,42,3,0
Kup,0.0,0.0,0,5,2,0
KurSh,0.0,0.0,0,1,177,3
KuratnikDmitry,5.0,0.0,2,12,26,3
KurilkaRymin,20.0,0.0,0,51,25,2
Kurt,6.0,0.0,3,81,5,12
Kuskov_Stanislav,2.0,0.0,1,23,1,0
Kuuuzya,0.0,0.0,17,275,69,116
KuznetsoFF,4.2,0.0,1,63,3,23
KvaK,0.0,0.0,0,8,2,1
KvanTTT,71.0,0.2,15,15,134,17
Kvarkas,4.0,0.0,2,70,66,1
KwKeeper,0.0,0.0,0,1,0,0
Kwent,31.0,0.0,1,58,37,1
Kwull,0.0,0.0,0,110,94,2
KyDeSniK_by,10.0,0.0,1,14,792,0
Kyarginski,0.0,0.0,0,32,5,1
KyberPrizrak,0.0,0.0,0,6,0,0
Kyiver,0.0,0.0,0,1,1,0
Kyrie1965,112.2,0.0,2,83,8,9
L1Qu0R,3.0,0.0,1,4,8,0
L3R,0.0,0.0,0,1,0,0
L3n1n,36.2,0.0,3,467,109,4
LAA,2.0,0.0,2,42,0,0
LANdiver,0.0,0.0,0,84,128,2
LAVBoy,0.0,0.0,0,23,17,1
LAVir,0.0,0.0,0,56,161,2
LB777,5.0,0.0,1,2,3,0
LDZ,12.0,0.0,2,101,71,0
LE0N,0.0,0.0,0,29,31,1
LEONIDLVB,23.0,0.0,1,9,0,2
LG_Official,3.0,0.0,35,112,1,4
LIAL,5.0,0.0,1,205,528,4
LIR,6.2,0.0,0,142,74,0
LIVZ,7.0,0.0,1,3,1,0
LK4D4,10.0,0.0,2,8,0,2
LLIypLLIuk,0.0,0.0,0,50,1,0
LMaster,55.0,0.0,1,181,131,18
LMik,125.2,0.0,5,243,108,10
LNT,0.0,0.0,0,5,0,2
LORiO,15.0,0.0,4,95,178,7
LSD,7.0,0.0,1,13,0,0
LVGroup,0.0,0.0,0,27,123,0
LaCTuK,0.0,0.0,0,32,18,20
LaFut,4.0,0.0,0,91,196,7
Labinskiy,124.0,0.0,6,203,239,3
Labutin,112.0,0.0,6,46,81,13
Lacaille,11.0,0.0,1,9,1,0
Lachezis,62.2,0.0,1,155,613,17
Lailore,1.0,0.0,0,22,1,2
Lain_13,35.7,0.0,3,522,3,19
Lamaster,8.0,0.0,1,168,179,0
Lampotrias,0.0,0.0,0,8,15,8
Lampus,45.0,0.0,2,88,428,2
Landgraph,6.0,0.0,2,42,1,2
Lanista,0.0,0.0,0,4,0,0
Lansaro,3.0,0.0,1,6,0,1
Lanwen,15.0,0.0,3,47,29,3
