user,karma,rating,publications,comments,favourites,followers
notacat,20.5,0.0,1,55,0,15
notacodemonkey,0.0,0.0,3,30,2,0
notorca,30.0,0.0,3,24,8,11
notxcain,2.0,0.0,1,135,7,1
novar,9.0,0.0,3,58,14,1
novelwithsoftware,5.0,0.0,2,24,0,0
novi,0.0,0.0,0,7,34,0
novoselov,2.7,0.0,2,771,906,3
noway,7.4,0.0,1,31,0,4
noxiouz,8.0,0.0,1,31,0,4
noxwell,13.0,0.0,1,31,99,2
noxxx,13.0,0.0,2,330,15,2
npechenkin,3.0,0.0,1,25,13,2
npodolny,0.0,0.0,0,5,10,1
nqhost,11.0,0.0,2,71,0,1
nsavelev_unitydev,3.0,0.0,1,0,0,0
nsemchenkov,20.0,0.0,4,1,1,4
nsinreal,0.0,0.0,7,884,129,19
nskforward,1.0,0.0,0,36,0,0
nsklizard,0.0,0.0,0,67,31,3
nstorm,0.0,0.0,0,2,5,0
nswbit,19.0,0.0,3,27,24,0
nteplov,0.0,0.0,0,0,1,0
ntip,0.0,0.0,0,7,0,0
ntkt,44.7,0.0,0,96,2,6
ntrox,0.0,0.0,0,23,0,0
ntvsx193,0.0,0.0,0,14,0,0
ntz,118.0,0.0,2,80,2,4
nuald,85.0,0.0,4,84,0,7
nub1an,0.0,0.0,0,10,0,0
nubideus,1.0,0.0,1,30,0,0
nuboi,0.0,0.0,0,89,6,2
nuclear,9.0,0.0,2,112,200,8
nuclearthinking,0.0,0.0,0,4,0,0
nucleusv,8.0,0.0,2,79,150,2
nuit,0.0,0.0,0,495,40,13
nuklearlord,83.0,0.0,18,272,24,32
nullc0de,23.9,0.0,0,56,0,0
nullptr,14.0,0.0,1,106,157,0
numark,0.0,0.0,0,13,20,1
numen31337,6.0,0.0,1,7,7,0
nur,8.0,0.0,1,33,68,11
nurumaik,25.0,0.0,1,5,0,15
nuzni,0.0,0.0,0,96,113,10
nvbn,73.0,0.0,20,424,38,23
nvv,5.0,0.0,3,32,16,1
nxn,44.0,0.0,5,67,3,7
nxsofsys,10.0,0.0,3,13,1,0
nyan,7.0,0.0,3,21,0,1
nymin,0.0,0.0,0,115,14,3
nzeemin,61.2,0.0,2,240,109,10
o4kareg,0.0,0.0,0,46,5,2
oENDark,0.0,0.0,0,80,29,1
oRb,0.0,0.0,0,113,3,24
oWart,74.0,0.0,4,44,19,14
oYASo,107.7,0.0,3,848,759,21
o_O_Tync,106.0,0.0,7,218,4,11
o_nix,0.0,0.0,0,58,29,3
oalex,9.9,0.0,1,39,0,44
oaons,18.0,0.0,1,15,15,4
objc,0.0,0.0,0,8,7,0
obmbac,2.0,0.0,1,0,1,0
obs,0.0,0.0,0,3,300,1
occam,26.0,3.1,10,102,13,6
oceanswim,0.0,0.0,0,5,26,2
ochkin,0.0,0.0,0,4,0,0
octave,160.2,0.0,4,195,130,25
octavian,0.0,0.0,0,21,1,4
oculos,0.0,0.0,0,5,103,0
ocyril,20.0,0.0,3,69,0,4
oddball,0.0,0.0,0,41,8,1
odiszapc,43.5,0.1,4,533,352,6
odyvan,0.0,0.0,0,99,4,4
oe24,2.0,0.0,29,425,88,4
offline15,61.0,0.0,5,153,16,10
ofigenn,25.5,0.0,11,298,2,1
oggy,0.0,0.0,0,6,0,0
ohm,30.0,0.0,2,59,82,1
ohmytribe,7.5,0.0,1,411,3,3
oia,0.0,0.0,0,32,62,1
oisee,49.1,0.0,4,310,310,27
oji,8.0,0.0,0,19,2,1
okazymyrov,17.0,0.0,3,119,10,2
okei,0.0,0.0,0,1,0,0
okneigres,7.0,0.0,2,56,2,7
okulist49406,0.0,0.0,0,3,1,0
ol_an,2.0,0.0,1,6,4,0
ol_x,8.0,0.0,2,26,0,2
olartamonov,60.0,1.1,9,367,5,53
oldbay,19.2,0.0,1,127,127,2
olddigger,6.0,0.0,1,4,5,1
oleamm,68.7,0.0,2,93,124,21
olean,0.0,0.0,0,28,13,0
olebedev,0.0,0.0,0,34,113,5
oledje,2.0,0.0,2,77,29,3
oledjo,0.0,0.0,0,6,0,0
oleg1251,2.0,0.0,1,7,0,0
oleg1977,9.0,0.0,5,97,119,1
olegafx,90.2,0.0,25,263,307,54
olegchir,57.0,0.0,11,11,241,27
olegcorner,0.0,0.0,2,95,3,2
olegdunkan,3.0,0.0,0,78,119,0
olegi,29.0,0.0,4,784,869,23
olegich,0.0,0.0,0,146,1,3
olegkrasnov,9.0,0.1,0,661,40,7
olegmar,6.0,0.0,2,12,5,0
olegpronin,0.0,0.0,0,39,10,9
olegshilov,4.0,0.0,1,8,6,0
olegy,0.0,0.0,0,51,29,0
olegych76,3.0,0.0,4,162,22,4
olekl,42.0,0.0,11,215,345,6
oleksa,0.0,0.0,0,39,309,1
olestu,12.0,0.0,1,6,1,2
olexande,0.0,0.0,0,9,0,1
olis,16.7,0.0,0,65,76,0
oliver_queen,0.0,0.0,0,28,98,1
olku,1.0,0.0,2,150,0,2
ollazarev,8.0,0.0,1,0,11,1
ollejah,0.0,0.0,0,9,16,1
ollisso,2.0,0.0,1,20,17,4
olloy,9.0,22.4,2,29,0,8
olmerlv,7.0,0.0,1,4,61,0
ololoepepe,13.0,0.0,3,64,1,1
ololol,0.0,0.0,0,20,16,0
olololosh,5.0,0.0,1,3,5,0
olsamurai,0.0,0.0,0,6,36,0
olzagafer,0.0,0.0,0,1,0,0
om2804,42.2,0.0,3,78,35,5
omaksim,9.0,0.0,1,10,0,0
omen_666,0.0,0.0,0,2,0,0
omfg,95.0,0.0,11,158,41,31
omgte,32.5,0.0,1,20,3,7
omickron,0.0,0.0,0,165,37,2
omikad,1.0,0.0,1,16,0,0
omnisens,127.2,0.0,8,241,37,658
omsknews,0.0,0.0,0,19,1,1
onbillion,3.0,0.0,1,2,27,0
onedev_link,6.0,0.0,1,12,6,0
onegray,8.0,0.0,1,37,2,1
onegreyonewhite,10.0,0.0,5,31,43,10
onexlive,5.0,0.0,0,31,1,0
onichan,0.0,0.0,0,23,32,1
onlinehead,9.0,0.0,2,31,8,0
onlinehunter,0.0,0.0,0,1,42,0
onoda,0.0,0.0,0,2,0,0
ontan,0.0,0.0,0,17,0,0
onthefly,104.7,0.0,6,840,258,51
onto,0.0,0.0,0,51,54,0
onznaet,0.0,0.0,0,27,72,1
ooby,4.0,0.0,1,12,17,3
ookami_kb,19.0,10.4,3,72,125,5
oopcode,0.0,0.0,0,1,0,0
ooprizrakoo,180.3,0.0,13,13,36,43
oops-wrong,8.0,0.0,1,12,18,1
op8,0.0,0.0,0,9,2,1
opanas,22.2,0.0,2,100,257,4
opckSheff,5.0,0.0,1,138,38,6
openkazan,3.8,0.0,3,277,2,5
operby,0.0,0.0,0,7,2,1
opposit,0.0,0.0,0,23,220,0
optiklab,8.0,0.0,1,5,30,2
optimizer,5.0,0.0,1,60,162,1
or10n,0.0,0.0,0,168,81,4
orange303,8.0,0.0,51,108,7,3
orangeSky,0.0,0.0,0,87,8,1
orca,0.0,0.0,0,41,34,0
orcy,0.9,0.0,2,523,12,0
ordorub,4.0,0.0,1,3,9,0
organium,3.0,0.0,3,103,38,0
orignal,30.0,0.1,7,106,1,18
orloff,0.0,0.0,0,73,364,13
orlovdl,6.0,0.0,3,54,3,2
orlovrs,4.0,0.0,2,8,2,1
orosz,0.0,0.0,0,18,43,0
os_alan,6.0,0.0,1,2,143,0
oscer,0.0,0.0,0,3,42,2
osharper,15.0,0.0,1,7,0,1
oshibka404,79.5,0.4,6,223,78,15
osj,13.5,0.0,2,142,142,1
osmirnov,39.5,0.0,10,116,40,2
oss,9.0,0.0,0,34,46,5
ostapbender,41.9,0.0,13,287,64,9
ostrovityanin,64.7,0.0,8,347,34,177
osypchuk,31.0,0.0,4,116,24,6
oteuqpegop,25.5,0.0,2,15,0,1
oulenspiegel,27.0,0.0,1,49,0,3
out0f0rder,19.0,0.0,0,63,52,2
outcoldman,84.5,0.0,29,905,54,64
outlaw_cp,4.0,0.0,1,9,15,0
outlawer,0.0,0.0,0,12,2,0
outofspace,2.0,0.0,0,5,0,0
ov7a,0.0,0.1,0,56,94,2
ova777,17.0,0.0,3,27,84,3
overmes,54.0,0.0,6,139,33,5
overmind0,7.0,0.0,2,19,8,0
overmind88,0.0,0.0,0,34,40,4
overmove,0.0,0.0,0,68,8,4
owls,0.0,0.0,0,17,11,0
owod,0.0,0.0,0,14,35,0
oxdef,0.0,0.0,0,6,0,1
oxff,0.0,0.0,0,22,193,0
oxothuk_uae,55.0,0.0,0,25,1,4
oxpa,37.5,0.0,5,297,34,8
oyster,0.0,0.0,0,133,68,0
oz_zo,0.0,0.0,0,27,7,0
ozgg,0.0,0.0,0,108,15,7
ozhigin,0.0,0.0,0,24,6,7
ozon,0.0,0.0,0,16,2,3
ozonar,19.0,0.1,1,408,223,5
ozoned,0.0,0.0,0,211,75,1
ozver,9.0,0.1,2,85,139,9
p00h,14.0,0.0,0,84,343,2
p0is0n,72.0,0.0,6,161,299,25
p1at0n,0.0,0.0,0,15,0,0
p1ayer,0.0,0.0,0,70,647,2
p1nger,16.0,0.0,1,50,97,4
p1xel,36.2,0.0,3,138,37,3
p4s8x,0.0,0.0,0,81,43,1
p53,57.0,0.0,1,53,0,5
p777,0.0,0.0,0,99,39,1
p909,0.0,0.0,0,10,125,0
pROCKrammer,32.7,0.0,3,123,292,19
p_a,18.2,0.0,2,63,103,5
pab,0.0,0.0,0,163,146,3
pabloz,10.0,0.0,2,13,21,2
pacahon,0.0,0.0,0,20,134,0
pacaya,0.0,0.0,0,59,492,1
paccka3,0.0,0.0,0,21,148,0
paceholder,15.0,0.0,0,59,10,7
pacificatore,0.0,0.0,0,203,3,0
paco,12.9,0.0,2,202,305,10
padington,5.0,0.0,1,7,3,0
padla2k,7.0,0.0,2,113,48,5
padlyuck,0.0,0.0,0,20,49,0
padonaque,0.0,0.0,0,115,57,2
padre62,0.0,0.0,0,16,275,0
pahaz,12.0,0.0,1,21,254,0
painjkee,0.0,0.0,0,5,27,1
paint63,1.0,0.0,1,19,0,1
painter7,0.0,0.0,0,3,311,0
pak63,17.0,0.0,3,11,63,4
palaum,0.0,0.0,0,16,154,4
palebluedot,0.0,0.0,0,18,203,0
pali,0.0,0.0,0,20,134,0
palkan,5.0,0.0,2,14,29,0
panda,31.0,0.0,5,119,75,12
pandas,2.0,0.0,3,154,17,6
panenko,0.0,0.0,0,10,16,1
panki61,0.0,0.0,0,20,0,0
panphilov,0.0,0.0,1,23,1,5
paradoxs,33.9,0.0,6,52,342,3
paran01k,22.0,0.0,2,43,21,1
paranoic,7.0,0.0,1,7,33,0
parasolid,0.0,0.0,0,0,0,0
paratrooper5730,25.0,0.0,4,196,56,1
parfen,0.0,0.0,0,29,145,2
parkee,20.0,0.0,1,25,505,0
parol,6.0,0.0,8,14,5,0
parpalak,75.0,0.0,3,79,99,8
parserpro,3.0,0.0,1,57,14,3
parshkov,11.0,0.0,0,26,51,4
parsifal,22.0,0.0,5,23,8,8
pascualle,13.0,0.0,3,48,32,4
pasha_golub,54.2,0.0,25,565,161,18
pashamylnikov,0.0,0.0,0,1,0,1
pashas,3.0,0.0,1,8,0,0
pashazz,83.0,0.0,11,131,8,8
pashich,0.0,0.0,0,55,38,5
pashkoff,8.0,0.0,1,10,4,1
pashtet,0.0,0.0,0,9,8,1
pashukoff,0.0,0.0,0,3,29,0
passerby,91.0,0.0,6,180,300,5
patashnik,11.0,0.0,1,23,130,0
paththeir,35.2,0.0,2,64,71,5
paules,0.0,0.0,0,30,78,2
paullarionov,9.0,0.0,1,32,12,1
paulll,1.0,0.0,1,11,15,0
paulmillr,31.0,0.0,2,18,0,8
paulo737,7.0,0.0,2,27,5,2
paulousky,16.0,0.0,10,86,48,7
paulpotseluev,104.5,0.0,3,16,9,18
paulradzkov,7.0,0.0,1,5,8,0
paunch,41.7,0.0,6,71,84,11
pav,0.0,0.0,0,131,445,1
pav5000,0.0,0.0,0,35,103,1
pavel_pimenov,5.0,0.0,1,10,3,3
pavel_reshotka,3.0,0.0,1,5,0,1
pavel_smolnikov,18.0,0.0,4,22,144,14
paveldudka,11.0,0.0,2,14,63,2
pavelk2,54.0,0.0,3,56,22,10
pavelodintsov,62.2,0.0,7,677,13,45
pavelplus,12.0,0.0,0,7,61,0
pavelpromin,29.0,0.0,0,152,133,1
pavelsh,19.0,0.0,0,240,455,1
pavleg,0.0,0.0,0,10,9,0
pavlo,0.0,0.0,0,163,42,2
pavlovmc,5.0,0.0,0,12,15,1
pawnhearts,65.2,0.0,4,203,24,1
pazhitnov,0.0,0.0,0,40,85,0
pbespechnyi,20.0,0.0,1,49,324,1
pbludov,2.0,0.0,1,49,0,0
pbobrovnikov,5.0,0.0,1,2,0,1
pcdesign,31.7,0.0,6,80,227,5
pchelintsev_an,33.2,0.0,6,106,92,7
pcholberg,5.0,0.0,1,60,22,2
pcmaniac,51.7,0.0,2,455,161,11
pdacity,0.0,0.0,0,5,148,0
pdima,0.0,0.0,0,11,30,1
pdx,0.0,0.0,0,7,4,1
peacemakerv,1.0,0.0,2,18,0,0
peanut,0.0,0.0,0,93,1,4
pehat,26.0,49.8,2,387,287,15
peinguin,18.0,0.0,9,123,159,5
pentestit-team,22.0,0.0,18,41,1,17
pepelsbey,221.7,0.0,77,77,60,297
peperX,8.0,0.0,1,8,102,0
peregon,0.0,0.0,0,55,21,4
perevedko,0.0,0.0,0,91,21,0
perfectdaemon,28.0,0.2,1,50,31,4
perk,6.0,0.0,0,10,14,1
perl_demon,39.0,0.0,12,109,226,8
peromax,2.0,0.0,1,6,17,2
persei,261.2,0.0,10,341,50,42
persona,0.0,0.0,0,50,131,4
pesh1983,8.0,0.0,1,48,28,0
peshekhonov,26.0,0.0,2,25,85,7
peshkoff,0.0,0.0,0,4,2,1
pessom,5.0,0.0,1,45,379,0
pestell,8.0,0.0,1,6,78,0
pestrov,16.0,0.0,5,40,41,8
peter-moskvin,16.0,0.0,1,60,1,2
peter23,170.2,0.0,12,138,143,24
peter41,7.0,0.0,1,71,640,0
peterglushkov,28.0,0.0,3,9,0,6
petergreen,0.0,0.0,0,238,13,7
petersmol,0.0,0.0,0,20,23,10
petka_vaska,0.0,0.0,1,89,1,2
petr_karpenko,0.0,0.0,0,40,18,0
petro25,3.0,0.0,2,18,0,6
petropavel,35.0,0.0,2,222,31,1
petrovi4,11.8,0.0,1,148,309,3
petrovichtim,4.0,0.0,2,55,11,3
petrovnn,78.0,0.0,2,183,63,26
petuhov_k,13.0,0.0,2,92,168,0
pewpew,20.2,0.0,3,276,276,10
pfa,0.0,0.0,0,137,38,1
pfactum,81.0,0.0,9,168,302,20
pfalcon,17.0,0.0,1,130,64,3
pfemidi,4.0,0.0,2,73,232,0
pgolovin,0.0,0.0,0,4,0,0
ph_piter,51.0,48.8,189,457,12,92
phantomit,3.0,0.0,1,3,3,0
pharrell,10.0,0.0,3,11,1,5
phatok,6.0,0.0,3,31,8,4
pherum,0.0,0.0,0,1,12,0
phgrey,21.0,0.0,4,138,131,3
phil_b,3.0,0.0,2,8,0,0
philfreeeu,14.0,0.0,0,11,48,1
philipto,130.0,0.0,36,261,135,45
philpirj,152.5,0.0,17,972,330,34
pho3nix,5.0,0.0,1,34,35,4
phoederr,0.0,0.0,0,14,27,0
phoenixweiss,0.0,0.0,2,380,20,3
phoptik,0.0,0.0,0,101,22,0
phozzy,1.0,0.0,1,52,24,2
phpclub,68.4,0.0,89,489,59,119
phpcmsdev,0.0,0.0,0,21,489,2
phplady,0.0,0.0,0,1,0,0
phpnewbie,3.0,0.0,1,72,6,5
phtone,0.0,0.0,1,5,0,0
piatachki,19.0,0.0,2,94,35,1
picwork,0.0,0.0,0,35,7,14
pierser,0.0,0.3,0,16,0,0
pifagor_mc,20.0,0.0,4,27,2,15
pifarik,6.0,0.0,2,13,5,1
pihel,30.3,0.0,2,94,16,0
pikok,0.0,0.0,1,12,15,3
pil0t,15.0,0.0,2,109,3,2
pina,0.0,0.0,0,4,12,0
ping,0.0,0.0,0,8,150,0
pioneer,0.0,0.0,0,31,10,2
piratarusso,17.0,0.0,5,47,4,0
piroman,189.5,0.0,10,474,3,26
piromanlynx,27.7,0.0,11,98,29,9
pirrat,0.0,0.0,0,52,43,3
pistol,11.0,0.0,6,69,9,2
piterforman,0.0,0.0,0,62,72,0
piumosso,130.2,0.0,14,401,41,18
piva,5.0,0.0,2,16,138,0
pixelcube,0.0,0.0,0,108,0,21
pixelshader,6.0,0.0,2,65,124,0
pjBooms,38.0,0.0,2,45,2,16
pja,25.5,0.0,0,8,4,3
pkivalin,9.0,0.0,2,7,1,6
placebokid,0.0,0.0,0,23,1,4
plag,11.0,0.0,1,9,48,0
plan,0.0,0.0,0,45,0,0
planarsun,0.0,0.0,0,0,2,0
plandem,0.0,0.0,0,123,52,0
plashenkov,4.0,0.0,1,7,102,0
plasm,44.7,0.0,0,96,1,18
platinum07,15.8,0.0,2,181,5,12
platoff,42.0,0.0,3,18,0,137
playerone,6.0,0.0,1,45,1,0
playforfoodz,13.0,0.0,0,20,40,4
playground,32.0,0.0,1,80,52,0
pleha,14.0,0.0,1,56,5,3
plejik,2.0,0.0,1,6,1,1
pletinsky,0.0,0.0,0,211,90,3
pln,5.0,0.0,1,12,0,0
ploop,45.2,0.3,0,0,59,8
plus,0.0,0.0,0,45,311,0
plushechnik,30.0,0.0,3,97,784,4
plushka,0.0,0.0,0,15,6,2
plustilino,24.0,0.0,2,46,22,1
pluton_od,0.0,0.0,0,8,1,0
plutov,6.0,0.0,6,89,8,6
pman,8.0,0.0,1,6,40,1
pneuman,0.0,0.0,0,1,0,0
pnick,0.7,0.0,3,495,34,7
po3dno,7.0,0.0,2,25,0,1
poconoco,70.2,0.0,1,33,1,11
podarokua,16.0,0.0,3,39,12,42
poddav,0.0,0.0,0,8,18,0
podkolzzzin,4.0,0.0,1,10,20,0
podust,64.0,0.0,0,47,13,14
podwhitehawk,31.0,0.0,8,72,209,2
poemmuse,19.0,0.0,4,54,16,4
poezd,15.0,0.0,0,6,0,5
pofig2217,0.0,0.0,0,9,1,0
pofigizm,7.0,0.0,1,15,41,1
poglazoff,9.0,0.0,5,8,1,6
pogorzhelskiy,6.0,0.0,2,72,139,5
poige,0.0,0.0,0,61,1,0
point212,18.2,0.0,1,102,117,4
pointum,0.0,0.0,2,69,0,10
pokidovea,14.0,0.0,2,36,124,2
pokimon,0.0,0.0,0,3,939,0
pokryshkin,55.0,0.0,6,303,25,12
pokupo,37.2,0.0,8,90,61,15
polarnik,16.0,0.0,2,37,90,5
pollyw,0.0,0.0,9,24,0,6
polupochnik,4.0,0.0,1,7,64,0
poluyanov,17.0,0.0,3,14,9,6
polyakova,1.2,0.0,1,30,12,2
polyakstar,17.5,0.0,1,254,116,7
polybook,7.0,5.6,9,68,3,17
polym0rph,87.0,0.0,7,651,24,32
pomah17,0.0,0.0,0,1,0,0
pomeo,77.7,0.0,2,96,32,6
pomme,34.0,0.0,1,107,265,19
poofeg,6.0,0.0,1,13,69,0
poorum,0.0,0.0,0,113,11,13
popov,0.0,0.0,0,41,0,1
popov654,2.0,0.0,1,42,81,0
popovsergey,9.2,0.0,2,48,16,2
popsodav,7.0,0.0,0,9,1,1
popstas,11.0,0.0,2,4,0,2
porcelanosa,69.0,0.0,9,179,44,7
portable,20.0,0.0,2,23,0,2
portsigar,0.0,0.0,0,36,89,2
porzione,0.0,0.0,0,133,26,6
positivic,15.0,0.0,6,14,0,14
postdig,0.0,0.0,1,323,684,0
postgree,8.0,0.0,1,48,27,1
postman31,0.0,0.0,0,9,5,0
postoronim,3.0,0.0,1,39,12,17
potan,19.7,0.3,11,667,667,13
potapm,0.0,0.0,0,1,0,0
potapuff,0.0,0.1,0,61,236,1
poterin,22.2,0.0,3,71,40,2
potomushto,37.0,0.0,2,44,35,8
pouet0r,0.0,0.0,0,11,36,0
powerman,301.5,0.0,36,36,91,100
poxu,15.0,1.2,5,571,165,2
pozharko,5.0,0.0,1,7,7,0
ppa80,18.0,0.0,3,73,231,2
ppbimix,0.0,0.0,1,32,0,12
ppiitt123,0.0,0.0,0,4,101,0
ppopoff,14.0,0.0,4,13,8,6
pportnoy,25.0,0.0,7,59,1,3
ppravdin,12.0,0.0,1,40,42,7
pprometey,8.0,0.0,2,21,6,0
pptpi386,5.0,0.0,1,0,6,0
pr0fedt,0.0,0.0,0,57,108,1
pr0r0k_d,0.0,0.0,0,128,176,4
pr0tect0r,0.0,0.0,0,75,27,3
praan,63.1,0.0,9,103,113,7
pragmadash,21.0,0.0,3,51,51,6
pragmatik,5.0,0.0,8,104,641,1
prairie_dog,0.0,0.0,0,186,3,5
praporshik,11.0,0.0,1,47,3,1
praporweg,0.0,0.0,0,15,13,26
pred8or,14.2,0.0,1,132,550,2
prefrontalCortex,26.0,0.0,1,117,609,11
preprocessor,0.0,0.0,0,216,12,20
priestGG,0.0,0.0,0,4,104,0
prijutme4ty,18.0,0.0,5,93,131,2
prime,0.0,0.0,0,8,0,1
printercu,22.0,0.0,6,113,2,0
printf,102.5,0.0,16,702,554,112
priv8v,8.0,0.0,1,255,1,3
prizzrak,22.0,0.0,1,99,26,9
prn,0.0,0.0,0,54,206,12
pro100olga,82.0,0.0,1,70,23,19
pro100tak,30.5,0.0,3,311,98,0
pro169,0.0,0.0,0,40,297,0
pro4pro,13.7,0.0,9,94,35,53
proDOOMman,9.0,0.0,0,147,176,3
prodex,7.0,0.0,1,22,1,2
producer,0.0,0.0,0,23,50,2
professor88888,3.0,0.0,1,7,65,0
professor_k,60.2,0.0,5,232,19,10
proffard,0.0,0.0,0,6,2,1
profonline,0.0,0.0,0,16,1,0
profound,0.0,0.0,0,40,20,4
progchip666,104.0,0.0,12,453,26,167
progenth,0.0,0.0,0,9,60,0
progman_rus,22.0,0.0,0,225,2,6
progn,11.0,0.0,1,33,9,0
programador,0.0,0.0,0,5,0,0
prokoptsev,5.0,0.0,1,5,447,0
prolis,64.3,0.0,2,165,58,21
pronskiy,112.7,56.9,65,68,186,123
propell-ant,4.0,0.0,1,80,59,0
propovednik,60.3,0.0,9,157,54,5
prostosergik,25.0,0.0,1,295,112,3
protagonist,0.0,0.0,0,159,1,0
proto,0.0,0.0,0,48,1,0
protrener,0.0,0.0,0,14,1,1
prounixadmin,0.0,0.0,0,3,120,0
prox,0.0,0.0,0,114,41,1
pruxa,0.0,0.0,0,22,0,0
prxms,0.0,0.0,0,77,327,3
psazhin,0.0,0.0,0,17,0,0
psi314,99.0,0.0,1,9,0,3
psihoz,0.0,0.0,0,36,169,5
psilutsibum,0.0,0.0,0,6,6,0
psinetron,2.0,0.0,2,8,5,5
psman,61.0,0.0,4,932,990,21
psw,0.0,0.0,0,8,0,1
psyX,8.0,0.0,1,59,20,0
psycho,0.0,0.0,0,14,2,1
psylosss,43.3,0.1,5,554,74,17
psylostlife,86.2,0.0,4,506,314,10
psywalker,68.0,0.0,7,169,1,19
pt1c,0.0,0.0,0,12,41,0
ptQa,7.0,0.1,2,41,9,2
ptiss,0.0,0.0,0,176,2,13
ptitca_zu,24.0,0.0,0,41,53,3
ptsecurity,109.2,65.6,239,317,162,129
puKo,0.0,0.0,0,20,0,2
puffy,4.0,0.0,1,3,0,0
puhoshville,18.0,0.0,1,16,54,4
pulet,4.0,0.0,1,6,0,0
pun,0.0,0.0,0,3,0,0
purrrminator,0.0,0.0,0,59,20,8
purvainais,0.0,0.0,0,16,16,1
pushist1y,33.0,0.0,1,157,60,0
pushtaev,17.0,31.3,2,23,3,2
pushthebutton,4.0,0.0,2,15,7,1
pxx,56.2,0.0,5,718,186,12
pyJIoH,29.0,0.0,2,56,9,1
pyatigil,16.5,0.0,1,126,38,1
pyatin,0.0,0.0,0,20,33,0
pyra,20.0,16.0,14,215,36,11
pyrk2142,7.0,0.1,1,21,3,2
python_coder,0.0,0.0,0,1,0,0
pythonprogrammer,0.0,0.0,0,30,1,0
pzctfw,0.0,0.0,0,1,1,0
pzotov,0.0,0.0,0,17,20,2
qMBQx8GH,0.0,0.0,1,9,0,11
qRoC,0.0,0.0,0,178,680,0
q_styler,2.0,0.1,3,414,4,7
qasta,0.0,0.0,0,19,115,4
qbertych,12.0,0.0,1,14,61,2
qbtarzan,15.0,0.0,4,70,31,12
qbz,0.0,0.0,0,50,0,0
qehgt,72.0,0.0,7,499,17,2
qinetic,0.0,0.0,0,40,109,0
qmax,92.2,0.0,10,10,97,27
qnikst,44.0,0.0,5,83,10,10
qnub,51.2,0.0,10,209,320,9
qrasik,10.0,0.0,3,39,2,2
qrazydraqon,75.0,0.0,3,217,31,12
qrick,5.0,0.0,1,100,13,0
qteb,0.0,0.0,0,11,427,1
quaddef,5.0,0.0,1,14,4,1
quakin,0.0,0.0,0,8,11,0
quantum,31.5,0.0,4,175,214,5
quarantino,4.0,0.0,1,43,21,0
quartz64,8.0,0.0,2,49,1,6
quazar,0.0,0.0,0,43,35,0
questman,7.0,0.0,2,21,8,0
questor,27.2,0.0,3,502,71,12
quozd,14.0,0.0,1,65,581,1
quverty,7.0,11.2,1,3,186,0
qvlad,0.0,0.0,0,15,501,3
qw1,61.2,0.4,2,2,7,3
qwazer,11.0,0.0,2,25,36,1
qweewq,15.0,0.0,1,160,180,4
qwertmax,0.0,0.0,0,7,0,0
qwerty1023,0.0,0.0,0,52,0,3
qwertyhp,0.0,0.0,0,35,0,0
qwwdfsad,0.0,0.0,0,1,3,0
qx13,1.0,0.0,1,8,0,0
r00ger,0.0,0.0,0,20,24,1
r00tGER,1.0,0.0,2,171,121,4
r00t_aka_spin,7.0,0.0,2,42,1,2
r00z,0.0,0.0,0,26,70,6
r0_Crew,34.0,0.0,4,7,2,8
r0b1n,0.0,0.0,0,88,2,9
r0g3r,10.0,0.0,4,44,7,6
r0ger,0.0,0.0,0,4,28,0
r0ma,5.0,0.0,2,11,200,0
r0ster,9.0,0.0,1,327,535,4
r0zh0k,0.0,0.0,0,168,44,1
r1alex,0.0,0.0,3,21,14,2
r1zar,0.0,0.0,0,36,223,6
r3code,67.5,0.0,19,294,71,12
r3r,0.0,0.0,0,58,83,5
r3s3t,0.0,0.0,0,130,12,40
r3verser,27.0,0.0,2,94,128,2
r44083,17.0,0.0,1,12,17,2
r4nd0m,14.0,0.0,1,32,20,0
r4tz52,12.0,0.0,0,49,46,1
rB03gb,2.0,0.0,1,3,11,0
rOOse,0.0,0.0,0,42,96,2
rPman,63.0,0.1,3,689,216,6
rWeb,11.0,0.0,1,82,4,2
r_ii,6.0,0.0,4,150,261,4
r_o_m_k_a,7.0,0.0,1,0,0,3
r_p,0.0,0.0,0,52,29,1
ra93pol,0.0,0.0,1,5,90,2
raBbitex,0.0,0.0,0,10,3,0
ra_me,0.0,0.0,0,29,55,4
raacer,47.0,0.0,2,263,0,12
radarlog,21.0,0.0,1,24,41,8
radiolok,46.0,0.1,0,37,81,56
radion_md,0.0,0.0,0,0,0,0
radislav,5.7,0.0,1,65,86,6
radist2s,0.0,0.0,0,339,960,5
radistao,15.0,0.0,2,53,0,0
radium,6.0,0.0,1,10,131,0
rado,0.0,0.0,0,9,54,0
radomirov,2.0,0.0,1,29,3,4
radovar,0.0,0.0,0,63,107,1
radyno,20.0,0.0,2,11,2,3
ragequit,70.0,66.6,62,808,48,46
ragesteel,0.0,0.0,0,55,43,0
ragman,1.0,0.0,1,18,57,1
raid,1.0,0.0,1,60,45,0
railroadman,0.0,0.0,0,13,1,0
railsfun,7.0,0.0,2,102,5,2
rajdee,5.0,0.1,1,6,77,0
rakeev,7.0,0.0,1,32,18,0
rakot,0.0,0.0,0,149,71,11
raliev,129.2,0.0,41,136,5,45
ralovets,0.0,0.0,0,1,0,0
ram2406,6.0,0.0,1,11,32,0
ramanchik,0.0,0.0,0,17,49,3
rami,0.0,0.0,0,9,0,0
