name,result,place,country,category
Бычкова Ольга,3:44:13,3170,Россия,Ж38
Курило Александр,3:44:16,3171,Россия,М52
Плаван Виктор,3:44:16,3172,Белоруссия,М33
Рогачев Юрий,3:44:16,3173,Россия,М37
Чураков Алексей,3:44:16,3173,Россия,М40
Дикер Борис,3:44:16,3175,Россия,М49
Kharitonov Vladislav,3:44:17,3176,Россия,М24
Володин Юрий,3:44:17,3177,Россия,М33
Мышко Александр,3:44:17,3178,Россия,М28
Юрьева Евгения,3:44:18,3179,Россия,Ж36
Кукатов Андрей,3:44:18,3180,Россия,М49
Смирнов Алексей,3:44:19,3181,Россия,М33
Олейник Антон,3:44:20,3182,Россия,М35
Smetanina Ekaterina,3:44:21,3183,Россия,Ж25
Карпов Антон,3:44:22,3184,Россия,М32
Клюкин Евгений,3:44:23,3185,Россия,М40
Ормоцадзе Григорий,3:44:23,3186,Россия,М40
Антохин Леонид,3:44:24,3187,Россия,М42
Львов Дмитрий,3:44:24,3188,Россия,М31
Каплин Антон,3:44:26,3189,Россия,М32
Pavlov Roman,3:44:26,3190,Россия,М40
Murzin Andrey,3:44:27,3191,Россия,М45
Алексеев Вячеслав,3:44:27,3192,Россия,М48
Матвеев Александр,3:44:27,3193,Россия,М28
Mcconchie Andrew,3:44:27,3194,НоваяЗеландия,М33
Апкалимов Денис,3:44:27,3195,Россия,М39
Черных Иван,3:44:28,3196,Россия,М33
Образцов Евгений,3:44:28,3197,Россия,М30
Кляшня Иван,3:44:30,3198,Россия,М43
Васильев Игорь,3:44:31,3199,Россия,М46
Брицын Константин,3:44:32,3200,Россия,М46
Сотников Дмитрий,3:44:32,3201,Россия,М42
Малкеров Максим,3:44:33,3202,Россия,М38
Безруков Олег,3:44:34,3203,Россия,М29
Ходырев Михаил,3:44:34,3204,Россия,М43
Чуглова Анастасия,3:44:34,3205,Россия,Ж24
Любшов Александр,3:44:34,3206,Россия,М22
Сангаджиев Эльвек,3:44:35,3207,Россия,М35
Косин Вадим,3:44:36,3208,Россия,М38
Любшов Андрей,3:44:37,3209,Россия,М52
Шестаков Денис,3:44:38,3210,Россия,М37
Тюлюкин Игорь,3:44:39,3211,Россия,М50
Агеев Артём,3:44:39,3212,Россия,М29
Панкратов Дмитрий,3:44:39,3213,Россия,М33
Павлов Михаил,3:44:39,3214,Россия,М35
Kudriavtcev Andrei,3:44:40,3215,Россия,М52
Телушкин Никита,3:44:40,3216,Россия,М28
Федосеев Павел,3:44:40,3217,Россия,М37
Подзоров Павел,3:44:40,3218,Россия,М36
Лазарев Евгений,3:44:41,3219,Россия,М40
Пухов Сергей,3:44:41,3220,Россия,М31
Симановский Владимир,3:44:41,3221,Россия,М27
Калинин Руслан,3:44:42,3222,Россия,М38
Тепцов Евгений,3:44:43,3223,Россия,М56
Утяшев Олег,3:44:43,3224,Россия,М44
Арисова Ольга,3:44:44,3225,Россия,Ж40
Караев Евгений,3:44:45,3226,Россия,М37
Сомов Денис,3:44:45,3227,Россия,М27
Забажанов Дмитрий,3:44:46,3228,Казахстан,М32
Рашкин Илья,3:44:46,3229,Россия,М31
Никитин Андрей,3:44:48,3230,Россия,М35
Косенко Тимур,3:44:50,3231,Россия,М43
Фадеев Алексей,3:44:50,3232,Россия,М54
Белоусов Максим,3:44:50,3233,Россия,М41
Власов Дмитрий,3:44:51,3234,Россия,М31
Shakhov Nikita,3:44:53,3235,Россия,М32
Морщагин Виктор,3:44:53,3236,Россия,М34
Русинов Александр,3:44:53,3237,Россия,М39
Мелета Дмитрий,3:44:54,3238,Россия,М36
Петилава Руслан,3:44:55,3239,Россия,М30
Мошкин Виталий,3:44:56,3240,Россия,М34
Шанин Александр,3:44:56,3241,Россия,М36
Вицукаев Виталий,3:44:56,3242,Россия,М42
Милешкин Александр,3:44:58,3243,Россия,М22
Каримов Марат,3:44:58,3244,Россия,М31
Кравченко Алексей,3:44:58,3245,Россия,М42
Васильев Алексей,3:44:58,3246,Россия,М31
Jones Emma,3:44:59,3247,Великобритания,Ж47
Аввакумов Василий,3:44:59,3248,Россия,М34
Шиняев Вячеслав,3:45:00,3249,Россия,М38
Илюхина Анастасия,3:45:02,3250,Россия,Ж22
Jensen Bjarne,3:45:03,3251,Дания,М60
Горезин Никита,3:45:04,3252,Россия,М28
Юлмасов Владимир,3:45:04,3253,Россия,М40
Хасанов Ренат,3:45:04,3254,Россия,М38
Петрин Дмитрий,3:45:05,3255,Россия,М47
Куранин Дмитрий,3:45:06,3256,Россия,М44
Лазутин Денис,3:45:08,3257,Россия,М33
Ядрихинский Александр,3:45:08,3258,Россия,М36
Сафонов Роман,3:45:08,3259,Россия,М23
Минх Анатолий,3:45:10,3260,Россия,М38
Симаков Федор,3:45:10,3261,Россия,М29
Афанасьев Олег,3:45:11,3262,Россия,М47
Laurent Raphael,3:45:12,3263,Франция,М60
Миронов Игорь,3:45:12,3264,Россия,М51
Абросимов Евгений,3:45:13,3265,Россия,М35
Dvorak Vlad,3:45:14,3266,Белоруссия,М59
Kuznetsov Sergey,3:45:15,3267,Россия,М36
Мальков Иван,3:45:15,3268,Россия,М35
Желудева Ксения,3:45:15,3269,Россия,Ж25
Горяева Екатерина,3:45:16,3270,Россия,Ж35
Гусев Евгений,3:45:16,3271,Россия,М37
Сауткин Дмитрий,3:45:16,3272,Россия,М47
Отгон Федор,3:45:17,3273,Россия,М24
Линьков Александр,3:45:20,3274,Россия,М45
Хоцянов Дмитрий,3:45:20,3275,Россия,М58
Мохов Николай,3:45:20,3276,Россия,М41
Шайгарданов Ильяс,3:45:21,3277,Россия,М55
Исраелян Андрей,3:45:21,3278,Россия,М38
Кундин Максим,3:45:21,3279,Россия,М30
Соловьев Евгений,3:45:22,3280,Россия,М36
Heyvaert Kato,3:45:22,3281,Бельгия,Ж26
Савкин Антон,3:45:23,3282,Россия,М32
Ильин Александр,3:45:23,3283,Россия,М40
Ржешевский Роман,3:45:24,3284,Россия,М54
Агафонов Евгений,3:45:25,3285,Украина,М32
Шмелев Максим,3:45:25,3286,Россия,М31
Соловьев Иван,3:45:25,3287,Россия,М31
Шестаков Игорь,3:45:26,3288,Россия,М40
Тимохов Павел,3:45:26,3289,Россия,М33
Картавый Сергей,3:45:27,3290,Россия,М41
Кузнецов Петр,3:45:27,3291,Россия,М38
Герасимова Юлия,3:45:27,3292,Россия,Ж30
Арбиева Елена,3:45:27,3293,Россия,Ж39
Пивиков Дмитрий,3:45:28,3294,Россия,М38
Мупкин Данил,3:45:28,3295,Россия,М33
Кочергин Сергей,3:45:28,3296,Россия,М33
Черненков Дмитрий,3:45:30,3297,Россия,М37
Стаина Полина,3:45:30,3298,Россия,Ж23
Лобурева Александра,3:45:30,3299,Россия,Ж27
Юрьев Евгений,3:45:32,3300,Россия,М35
Миколаенко Денис,3:45:32,3301,Россия,М24
Советов Михаил,3:45:33,3302,Россия,М43
Широков Олег,3:45:33,3303,Россия,М41
Sergeeva Anna,3:45:33,3304,Россия,Ж29
Fersch Georg,3:45:33,3305,Германия,М48
Zupanc Martin,3:45:33,3306,Словения,М48
Ломец Ирина,3:45:34,3307,Россия,Ж36
Ruan Tao,3:45:34,3308,КНР,М46
Щербаков Александр,3:45:35,3309,Россия,М29
Сибирева Ирина,3:45:35,3310,Россия,Ж42
Чистяков Виктор,3:45:35,3311,Россия,М47
Skrinjar Vladimir,3:45:36,3312,Словения,М47
Бутырин Павел,3:45:36,3313,Россия,М34
Гаршин Андрей,3:45:37,3314,Россия,М35
Evdokimov Vladimir,3:45:37,3315,Россия,М36
Potter Marc,3:45:37,3316,Великобритания,М43
Lawrence Samuel,3:45:38,3317,Великобритания,М38
Степанова Ольга,3:45:38,3318,Россия,Ж48
Шутин Владимир,3:45:38,3319,Россия,М25
Heldi Asaf,3:45:39,3320,Израиль,М47
Dall Maria,3:45:40,3321,Дания,Ж37
Баданин Вячеслав,3:45:41,3322,Россия,М32
Кураев Алексей,3:45:41,3323,Россия,М36
Иттер Михаил,3:45:42,3324,Россия,М28
Черемисин Дмитрий,3:45:42,3325,Россия,М40
Козырев Алексей,3:45:44,3326,Россия,М31
Tokarev Pavel,3:45:45,3327,Россия,М41
Soldatov Alexandr,3:45:47,3328,Россия,М35
Ильичев Павел,3:45:47,3329,Россия,М46
Рыжевский Сергей,3:45:49,3330,Россия,М46
Паршин Дмитрий,3:45:50,3331,Россия,М37
Кириллов Павел,3:45:50,3332,Россия,М43
Инжуваткина Ольга,3:45:51,3333,Россия,Ж35
Коцюк Михаил,3:45:51,3334,Россия,М34
Grushina Irina,3:45:51,3335,Россия,Ж36
Яловик Виталий,3:45:52,3336,Россия,М36
Будков Дмитрий,3:45:52,3337,Россия,М51
Овчаренко Андрей,3:45:53,3338,Россия,М39
Radchenko Georgy,3:45:53,3339,Россия,М42
Щербакова Валентина,3:45:54,3340,Россия,Ж22
Баев Женя,3:45:54,3341,Россия,М29
Гусев Роман,3:45:55,3342,Россия,М36
Капаловский Василий,3:45:57,3343,Белоруссия,М33
Комаров Дмитрий,3:45:57,3344,Россия,М37
Nikitin Sergo,3:45:58,3345,Россия,М46
Чернявская Ирина,3:45:58,3346,Россия,Ж26
Милютин Николай,3:45:58,3347,Россия,М50
Первушин Николай,3:45:59,3348,Россия,М40
Ершов Михаил,3:45:59,3348,Россия,М43
Иванов Вячеслав,3:46:00,3350,Россия,М47
Kohan Vitali,3:46:01,3351,Белоруссия,М37
Стрельникова Юлия,3:46:01,3352,Россия,Ж32
Трофин Виталий,3:46:01,3353,Россия,М36
Zalesov Ivan,3:46:02,3354,Россия,М30
Утробина Валерия,3:46:03,3355,Россия,Ж24
Балута Андрей,3:46:03,3356,Латвия,М33
Механик Андрей,3:46:05,3357,Россия,М47
Родионов Владимир,3:46:06,3358,Россия,М31
Житина Мария,3:46:06,3359,Россия,Ж24
Bogdanova Irina,3:46:06,3360,Россия,Ж36
Юсов Евгений,3:46:07,3361,Россия,М34
Ветчинов Николай,3:46:08,3362,Россия,М29
Николаев Илья,3:46:08,3363,Россия,М31
Янчак Андрей,3:46:12,3364,Россия,М28
Kanygin Ilia,3:46:14,3365,Россия,М25
Мещеряков Александр,3:46:14,3366,Россия,М32
Васильева Анна,3:46:14,3367,Россия,Ж39
Guida Michal,3:46:15,3368,Россия,М36
Винокуров Павел,3:46:16,3369,Россия,М28
Кулев Андрей,3:46:17,3370,Россия,М33
Лукащук Михаил,3:46:17,3371,Россия,М33
Тесленко Святослав,3:46:17,3372,Россия,М18
Меркулова Анна,3:46:17,3373,Россия,Ж32
Смирнов Павел,3:46:18,3374,Россия,М26
Corvalan Waldo,3:46:18,3375,Чили,М57
Ильюхин Андрей,3:46:18,3376,Россия,М46
Власов Николай,3:46:18,3377,Россия,М40
Неводниченко Роман,3:46:19,3378,Россия,М45
Шагин Игорь,3:46:20,3379,Россия,М29
Shnayderman Roman,3:46:20,3380,Израиль,М44
Ghermas Denis,3:46:21,3381,Молдавия,М40
Кузнецов Алексей,3:46:21,3382,Россия,М32
Шарова Наталья,3:46:22,3383,Россия,Ж42
Bertron Alain,3:46:23,3384,Франция,М66
Фролов Денис,3:46:24,3385,Россия,М45
Кашин Тимур,3:46:24,3386,Россия,М33
Захарченко Валентин,3:46:24,3387,Россия,М50
Brandl Flora Uchechi,3:46:24,3388,Австрия,Ж35
De Konink Lucien,3:46:25,3389,Нидерланды,М51
Liu Yazhou,3:46:25,3390,КНР,М56
Мицкевич Максим,3:46:26,3391,Россия,М34
Носонович Ирина,3:46:27,3392,Россия,Ж38
Астанин Валерий,3:46:28,3393,Россия,М69
Николаев Сергей,3:46:28,3394,Россия,М49
Пряхин Константин,3:46:29,3395,Россия,М44
Передереев Андрей,3:46:30,3396,Россия,М46
Майоров Владимир,3:46:30,3397,Россия,М41
Borneo Alexandr,3:46:31,3398,Россия,М29
Калашников Петр,3:46:32,3399,Россия,М43
Бакунов Виктор,3:46:33,3400,Россия,М43
Gerard Claudel,3:46:34,3401,Франция,М56
Тарасенко Константин,3:46:35,3402,Россия,М47
Смирнов Вадим,3:46:35,3403,Россия,М47
Зинатуллин Сергей,3:46:36,3404,Россия,М45
Спешков Сергей,3:46:36,3405,Россия,М39
Жаворонок Владимир,3:46:36,3406,Россия,М51
Боровков Николай,3:46:37,3407,Россия,М64
Козлов Владимир,3:46:37,3408,Россия,М44
Третьяков Вячеслав,3:46:38,3409,Россия,М35
Митин Виктор,3:46:38,3410,Россия,М39
Коблов Артём,3:46:39,3411,Россия,М33
Смирнов Владимир,3:46:39,3412,Россия,М58
Гранкин Сергей,3:46:39,3413,Россия,М34
Мурзагалин Рим,3:46:40,3414,Россия,М29
Liu Hong,3:46:40,3415,КНР,Ж49
Пузырев Евгений,3:46:41,3416,Россия,М39
Афонин Евгений,3:46:42,3417,Россия,М49
Варнавский Александр,3:46:43,3418,Россия,М37
Табункин Павел,3:46:43,3419,Россия,М30
Дубинин Валентин,3:46:43,3420,Россия,М30
Бадай Станислав,3:46:44,3421,Россия,М28
Карлов Николай,3:46:44,3422,Россия,М24
Benatto Andre,3:46:44,3423,Бразилия,М35
Мурашов Илья,3:46:46,3424,Россия,М29
Andzhan Andrey,3:46:48,3425,Россия,М36
Smirnov Sergey,3:46:49,3426,Россия,М42
Зубарев Александр,3:46:50,3427,Россия,М35
Арзамасцев Андрей,3:46:50,3428,Россия,М44
Соколов Андрей,3:46:50,3429,Россия,М35
Шишкин Сергей,3:46:52,3430,Россия,М58
Быков Андрей,3:46:52,3431,Россия,М52
Tsagadinov Tsevek,3:46:52,3432,Россия,М57
Сорокин Александр,3:46:53,3433,Россия,М31
Антоньян Денис,3:46:53,3434,Россия,М35
Чистяков Сергей,3:46:53,3435,Россия,М34
Зверев Вячеслав,3:46:54,3436,Россия,М59
Злати Кирилл,3:46:54,3436,Россия,М35
Саутин Василий,3:46:56,3438,Россия,М33
Burger Edward,3:46:57,3439,НоваяЗеландия,М30
Мутенин Станислав,3:46:57,3440,Россия,М35
Смоллер Михаил,3:46:58,3441,Россия,М32
Скамбрычий Андрей,3:46:58,3442,Россия,М39
Кустерский Дмитрий,3:47:00,3443,Россия,М26
Будняк Алексей,3:47:01,3444,Россия,М27
Смирнов Александр,3:47:01,3445,Россия,М35
Гиринская Елена,3:47:02,3446,Россия,Ж33
Чалукян Олег,3:47:03,3447,Россия,М34
Кузьмин Евгений,3:47:06,3448,Россия,М33
Pitta Nuno,3:47:06,3449,Португалия,М50
Головина Марина,3:47:06,3450,Россия,Ж33
Михайлов Сергей,3:47:07,3451,Россия,М55
Кунцевич Дмитрий,3:47:07,3452,Россия,М33
Burkov Maksim,3:47:08,3453,Россия,М33
Jarecki Mateusz,3:47:09,3454,Польша,М31
Великий Дмитрий,3:47:10,3455,Россия,М27
Карасёв Иван,3:47:11,3456,Россия,М40
Шальнева Татьяна,3:47:12,3457,Россия,Ж35
Денисов Денис,3:47:12,3458,Россия,М32
Крыжов Пётр,3:47:13,3459,Россия,М25
Savelev Evgeny,3:47:14,3460,Россия,М35
Смирнов Алексей,3:47:15,3461,Россия,М40
Черепанов Сергей,3:47:16,3462,Россия,М34
Рубцова Светлана,3:47:17,3463,Россия,Ж35
Князев Станислав,3:47:17,3464,Россия,М30
Чеглаков Игорь,3:47:18,3465,Россия,М29
Верхорубов Иван,3:47:18,3466,Россия,М34
Мельников Иван,3:47:20,3467,Россия,М44
Шарутин Петр,3:47:20,3468,Россия,М38
Азизова Зульфия,3:47:21,3469,Россия,Ж45
Честнейшин Александр,3:47:22,3470,Россия,М51
Вавилов Никита,3:47:22,3471,Россия,М28
Тангова Анна,3:47:22,3472,Россия,Ж25
Цапин Николай,3:47:22,3473,Россия,М26
Шлейников Илья,3:47:22,3474,Россия,М35
Алеевский Александр,3:47:23,3475,Россия,М33
Моисеев Алексей,3:47:23,3476,Россия,М34
Фуртунэ Виктория,3:47:24,3477,Молдавия,Ж30
Захарова Юлия,3:47:25,3478,Россия,Ж30
Фомин Иван,3:47:25,3479,Россия,М36
Русских Сергей,3:47:25,3480,Россия,М31
Белозёрова Ольга,3:47:28,3481,Россия,Ж39
Забутырин Антон,3:47:30,3482,Россия,М33
Лушников Роман,3:47:31,3483,Россия,М27
Бакин Олег,3:47:32,3484,Россия,М31
Кудинкин Алексей,3:47:33,3485,Россия,М33
Осипенко Роман,3:47:35,3486,Россия,М32
Plestina Zlatko,3:47:38,3487,Хорватия,М49
Zhdanov Nikita,3:47:39,3488,Россия,М28
Громилина Мария,3:47:39,3489,Россия,Ж30
Медведев Сергей,3:47:39,3490,Россия,М37
Портнов Максим,3:47:39,3491,Россия,М36
Домашнев Сергей,3:47:40,3492,Россия,М53
Шевченко Александр,3:47:41,3493,Россия,М27
Серов Андрей,3:47:41,3494,Россия,М33
Кудимов Максим,3:47:44,3495,Россия,М51
Gureev Anton,3:47:44,3496,Россия,М31
Введенский Владимир,3:47:45,3497,Россия,М36
Токарев Станислав,3:47:45,3498,Россия,М34
Похитайло Денис,3:47:45,3499,Россия,М30
Слащёв Артём,3:47:45,3500,Россия,М34
Westerhof Martin,3:47:47,3501,Нидерланды,М53
Kulga Dmitry,3:47:47,3502,Россия,М32
Рябов Дмитрий,3:47:47,3503,Россия,М21
Чебунин Иван,3:47:48,3504,Россия,М37
Карпова Мария,3:47:49,3505,Россия,Ж24
Киселева Вера,3:47:50,3506,Россия,Ж19
Саранцев Алексей,3:47:51,3507,Россия,М36
Lebedenko Dmitriy,3:47:52,3508,Россия,М45
Орлов Николай,3:47:52,3509,Россия,М26
Воронов Иван,3:47:53,3510,Россия,М33
Лавренов Федор,3:47:53,3511,Россия,М43
Suberbielle Didier,3:47:55,3512,Франция,М57
Дьяконов Алексей,3:47:55,3513,Россия,М39
Sokolov Vasiliy,3:47:56,3514,Россия,М35
Bakastov Sergey,3:47:56,3515,Россия,М36
Крюков Михаил,3:47:56,3516,Россия,М34
Осипов Павел,3:47:57,3517,Россия,М41
Вялков Владимир,3:47:58,3518,Россия,М37
Курышкин Андрей,3:47:58,3518,Россия,М43
Филиппов Андрей,3:47:59,3520,Россия,М31
Cherednichenko Oleg,3:48:00,3521,Россия,М52
Марченко Василий,3:48:00,3522,Россия,М39
Галкин Сергей,3:48:00,3523,Россия,М33
Ненашев Роман,3:48:00,3524,Россия,М42
Ульянова Татьяна,3:48:00,3525,Россия,Ж38
Сапожников Евгений,3:48:00,3526,Россия,М49
Дубовик Алексей,3:48:00,3527,Россия,М40
Хачатуров Андрей,3:48:01,3528,Россия,М57
Некрасов Алексей,3:48:02,3529,Россия,М24
Ларионов Юрий,3:48:02,3530,Россия,М47
Бутова-Никишина Анастасия,3:48:03,3531,Россия,Ж31
Ершова Лариса,3:48:03,3532,Россия,Ж43
Никитин Денис,3:48:04,3533,Россия,М30
Гошенко Сергей,3:48:06,3534,Россия,М28
Zinovev Sergey,3:48:07,3535,Россия,М24
Марченко Денис,3:48:09,3536,Россия,М38
Галиуллин Айдар,3:48:09,3537,Россия,М42
Костромин Иван,3:48:09,3538,Россия,М36
Герасимов Сергей,3:48:10,3539,Россия,М61
Скоцеляс Виталий,3:48:10,3540,Россия,М36
Istace Anne,3:48:10,3541,Бельгия,Ж42
Балахтин Алексей,3:48:13,3542,Россия,М34
Левин Алексей,3:48:14,3543,Россия,М40
Соколов Геннадий,3:48:15,3544,Россия,М47
Abbasov Zagid,3:48:15,3545,Россия,М34
Кухаренко Филипп,3:48:15,3546,Россия,М20
Kukankov Sergey,3:48:16,3547,Россия,М32
Митерева Ольга,3:48:16,3548,Россия,Ж31
Арсентьев Павел,3:48:16,3549,Россия,М32
Файзулоев Евгений,3:48:16,3550,Россия,М43
Цамалаидзе Геннадий,3:48:17,3551,Россия,М36
Черватюк Анна,3:48:17,3552,Россия,Ж28
Щербаков Алексей,3:48:19,3553,Россия,М43
Панфилов Антон,3:48:19,3554,Россия,М39
Снитовец Алексей,3:48:19,3555,Россия,М34
Shilkin Stanislav,3:48:20,3556,Россия,М28
Максимов Алексей,3:48:21,3557,Россия,М51
Тепцов Вячеслав,3:48:21,3558,Россия,М36
Кузнецова Юлия,3:48:21,3559,Россия,Ж42
Светлов Пётр,3:48:22,3560,Россия,М45
Мамонтов Иван,3:48:22,3561,Россия,М31
Стельник Виктор,3:48:22,3562,Россия,М30
Нетесов Илья,3:48:22,3563,Россия,М30
Лысенко Константин,3:48:22,3564,Россия,М35
Мордвинов Николай,3:48:23,3565,Россия,М38
Седов Илья,3:48:25,3566,Украина,М31
Кобченко Виктор,3:48:26,3567,Россия,М44
Sgibnev Maxim,3:48:28,3568,Россия,М39
Soloveychik Georgy,3:48:30,3569,Россия,М31
Зайцев Денис,3:48:31,3570,Россия,М31
Панковец Сергей,3:48:32,3571,Россия,М51
Гусаров Юрий,3:48:32,3572,Россия,М50
Виноградов Дмитрий,3:48:34,3573,Россия,М48
Борисов Евгений,3:48:37,3574,Россия,М43
Никитин Константин,3:48:37,3575,Россия,М42
Боваев Давид,3:48:38,3576,Россия,М32
Зудин Дмитрий,3:48:39,3577,Россия,М34
Малышев Максим,3:48:39,3578,Россия,М32
Николайчук Александр,3:48:39,3579,Россия,М36
Zencenco Olga,3:48:40,3580,Молдавия,Ж46
Амелин Роман,3:48:40,3581,Россия,М37
Грищук Денис,3:48:40,3582,Россия,М37
Саксонов Алексей,3:48:41,3583,Россия,М52
Хлыбов Алексей,3:48:41,3584,Россия,М23
Заболотских Василий,3:48:42,3585,Россия,М37
Gagarin Pavel,3:48:42,3586,Россия,М27
Коновалов Сергей,3:48:42,3587,Россия,М37
Хохлов Александр,3:48:42,3588,Россия,М26
Федин Александр,3:48:42,3589,Россия,М39
Битин Максим,3:48:43,3590,Россия,М50
Учайкин Эдуард,3:48:43,3591,Россия,М48
Сибирцев Андрей,3:48:43,3592,Россия,М29
Лебедев Максим,3:48:43,3593,Россия,М36
Дубенков Николай,3:48:45,3594,Россия,М46
Горбунов Владимир,3:48:45,3595,Россия,М40
Корниенко Артём,3:48:47,3596,Россия,М37
Басманов Дмитрий,3:48:47,3597,Россия,М33
Хворягин Сергей,3:48:47,3598,Россия,М33
Корнеев Юрий,3:48:48,3599,Россия,М35
Морошкин Илья,3:48:48,3600,Россия,М32
Хасанов Руслан,3:48:49,3601,Россия,М33
Дубовицкий Роман,3:48:49,3602,Россия,М37
Ермилов Дмитрий,3:48:49,3603,Россия,М39
Лачинов Олег,3:48:49,3604,Россия,М32
Еремеев Дмитрий,3:48:49,3605,Россия,М37
Кузнецов Павел,3:48:50,3606,Россия,М35
Губайдулин Асхат,3:48:50,3607,Россия,М59
Гаврилов Павел,3:48:50,3608,Россия,М34
Iamanaev Nikolai,3:48:50,3609,Россия,М43
Кузьмичев Павел,3:48:51,3610,Россия,М32
Сырник Александр,3:48:51,3611,Россия,М34
Zavgorodniy Pavel,3:48:51,3612,Россия,М23
Удалов Александр,3:48:52,3613,Россия,М37
Штейнберг Константин,3:48:52,3614,Россия,М31
Авдеев Сергей,3:48:53,3615,Россия,М51
Штейнберг Роман,3:48:53,3616,Россия,М33
Капранов Владимир,3:48:54,3617,Россия,М45
Стаф Владислав,3:48:54,3618,Россия,М27
Трифонов Вячеслав,3:48:54,3619,Россия,М34
Tolkunov Valentin,3:48:54,3620,Россия,М31
Воронцов Денис,3:48:57,3621,Россия,М33
Щеболев Артем,3:48:58,3622,Россия,М33
Сушинский Кирилл,3:48:58,3623,Россия,М22
Сгибнев Андрей,3:48:59,3624,Россия,М36
Шендрик Владимир,3:49:00,3625,Россия,М53
Садовников Игорь,3:49:01,3626,Россия,М43
Киселев Андрей,3:49:01,3627,Россия,М34
Аристов Алексей,3:49:03,3628,Россия,М44
Кучер Сергей,3:49:04,3629,Россия,М60
Хворых Геннадий,3:49:04,3630,Россия,М47
Сагетдинов Марсель,3:49:04,3631,Россия,М33
Гавриков Юрий,3:49:04,3632,Россия,М56
Valikov Yuriy,3:49:05,3633,Россия,М30
Ниязов Артур,3:49:05,3634,Россия,М23
Tchikai Leveau Liselotte,3:49:06,3635,Дания,Ж51
Гусаров Алексей,3:49:06,3636,Россия,М56
Ларионов Денис,3:49:07,3637,Россия,М36
Leung Chi ming,3:49:07,3638,Гонконг,М54
Цыбулько Олег,3:49:08,3639,Россия,М34
Морозов Геннадий,3:49:08,3640,Россия,М53
Филиппов Михаил,3:49:08,3641,Россия,М31
Долматов Денис,3:49:09,3642,Россия,М38
Valette Joel,3:49:10,3643,Франция,М51
Антонов Арсений,3:49:11,3644,Россия,М31
Pratt Christopher,3:49:11,3645,НоваяЗеландия,М29
Thomas Nicholas Jordan,3:49:12,3646,Великобритания,М37
Чернов Пётр,3:49:12,3647,Россия,М62
Пылаев Николай,3:49:12,3648,Россия,М30
Прищеп Алексей,3:49:12,3649,Россия,М37
Espas Trond Arne,3:49:12,3650,Норвегия,М47
Цикунов Сергей,3:49:13,3651,Россия,М37
Сидорин Александр,3:49:13,3652,Украина,М46
Кахно Алексей,3:49:15,3653,Россия,М41
Сытдыков Раиф,3:49:15,3654,Россия,М35
Комков Алексей,3:49:15,3655,Россия,М40
Быренков Дмитрий,3:49:16,3656,Россия,М21
Козлова Евгения,3:49:16,3657,Россия,Ж33
Быренков Максим,3:49:16,3658,Россия,М21
Couto Marta,3:49:16,3659,Португалия,Ж41
Лесных Александр,3:49:18,3660,Россия,М32
Седов Максим,3:49:18,3661,Россия,М35
Farkas Matus,3:49:19,3662,Словакия,М27
Шейкин Илья,3:49:19,3663,Россия,М21
Буров Алексей,3:49:19,3664,Россия,М40
Гайворонский Павел,3:49:21,3665,Россия,М37
Жорник Максим,3:49:21,3666,Россия,М40
Тохтуев Илья,3:49:21,3667,Россия,М32
Апухтин Николай,3:49:24,3668,Россия,М34
Архипов Иван,3:49:24,3669,Россия,М36
Туманов Денис,3:49:27,3670,Россия,М35
Bian Dawei,3:49:27,3671,КНР,М46
Филиппов Владимир,3:49:27,3672,Россия,М49
Колбин Кирилл,3:49:28,3673,Россия,М27
Копейкин Игорь,3:49:28,3674,Россия,М36
Терещенко Андрей,3:49:28,3675,Россия,М37
Romby Kenneth,3:49:28,3676,Дания,М39
Комов Алексей,3:49:29,3677,Белоруссия,М33
Долгих Анастасия,3:49:29,3678,Россия,Ж36
Казарин Янис,3:49:29,3679,Россия,М22
Лобачев Дмитрий,3:49:29,3680,Россия,М35
Бурушко Эдуард,3:49:30,3681,Россия,М46
Kuleshin Alexey,3:49:30,3682,Россия,М37
Карасева Алиса,3:49:32,3683,Россия,Ж36
Кухарев Николай,3:49:32,3684,Россия,М43
Малышев Иван,3:49:33,3685,Россия,М35
Мешкова Екатерина,3:49:34,3686,Россия,Ж29
Сергеев Евгений,3:49:35,3687,Россия,М42
Врюкалов Павел,3:49:35,3688,Россия,М41
Савченко Станислав,3:49:35,3689,Россия,М35
Полянский Сергей,3:49:36,3690,Россия,М30
Зыбинская Александра,3:49:36,3691,Россия,Ж30
Андреев Артём,3:49:37,3692,Россия,М20
Калашников Анатолий,3:49:38,3693,Россия,М34
Творогова Юлия,3:49:39,3694,Россия,Ж21
Ионов Антон,3:49:39,3695,Россия,М26
Дудко Семен,3:49:40,3696,Россия,М32
Михайлов Матвей,3:49:40,3697,Россия,М21
Могутнов Алексей,3:49:40,3698,Россия,М29
Коюшева Елена,3:49:41,3699,Россия,Ж35
Зарубин Евгений,3:49:41,3700,Россия,М33
Головин Александр,3:49:41,3701,Россия,М37
Ковалева Ирина,3:49:43,3702,Россия,Ж35
Филиппова Лидия,3:49:43,3703,Россия,Ж26
Garrido Ramos Maria Dolores,3:49:43,3704,Испания,Ж53
Переверзев Артур,3:49:43,3705,Россия,М39
Маськов Сергей,3:49:44,3706,Россия,М28
Горбачев Алексей,3:49:45,3707,Россия,М39
Юдин Алексей,3:49:45,3708,Россия,М34
